Geo_Loc,Year,State,Pop_Est,TTL_Cnty,Cnty_Rpt,Dys_w_AQI,Dys_NM,Dys_Blw_Thr,Dys_Abv_Thr,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
POINT (-99.36572062299967 41.6410409880005),2011,Nebraska,1840914,93,11,2406,1609,2401,5,1938,463,5,0,0,0,974,570,333,112,0,745,1090,459
POINT (-117.07184056399967 39.493240390000494),2011,Nevada,2713114,17,10,3001,649,2937,64,2356,581,62,2,0,0,1104,535,330,335,54,1487,169,956
POINT (-71.50036091999965 43.65595011300047),2011,New Hampshire,1320444,10,7,2269,286,2257,12,1801,456,10,2,0,0,825,418,274,6,0,1706,557,0
POINT (-74.27369128799967 40.13057004800049),2011,New Jersey,8828552,21,16,5598,242,5421,177,4012,1409,147,30,0,0,2528,1092,663,51,478,3065,1988,16
POINT (-106.24058098499967 34.52088095200048),2011,New Mexico,2080707,33,18,4914,1656,4812,102,3536,1276,87,6,2,7,3161,1007,587,0,92,2827,1373,622
POINT (-75.54397042699964 42.82700103200045),2011,New York,19499921,62,34,11755,655,11623,132,9566,2057,112,19,1,0,4443,1896,1275,38,338,8162,3217,0
POINT (-79.15925046299964 35.466220975000454),2011,North Carolina,9658913,100,45,12549,3876,12320,229,8310,4010,214,15,0,0,5400,3203,1968,0,17,6762,5770,0
POINT (-100.11842104899966 47.47531977900047),2011,North Dakota,685526,53,8,2771,149,2770,1,2547,223,0,0,1,0,778,393,293,2,45,1999,666,59
POINT (-82.40426005599966 40.06021014100048),2011,Ohio,11545735,88,39,11665,2570,11286,379,7425,3861,353,26,0,0,5258,2869,1663,51,137,5875,5253,349
POINT (-97.52107021399968 35.47203135600046),2011,Oklahoma,3788824,77,23,7545,850,7083,462,4585,2498,440,22,0,0,3359,1991,1041,0,84,5574,1492,395
POINT (-120.15503132599969 44.56744942400047),2011,Oregon,3872672,36,25,8209,916,8113,96,6671,1442,85,11,0,0,2935,1499,646,0,3,1321,6880,5
POINT (-77.86070029399963 40.79373015200048),2011,Pennsylvania,12747052,67,37,12764,741,12451,313,8135,4316,289,24,0,0,5000,2609,1644,6,236,6809,5468,245
POINT (-71.52247031399963 41.70828019300046),2011,Rhode Island,1053829,5,3,944,151,925,19,731,194,19,0,0,0,420,206,120,0,11,635,298,0
POINT (-81.04537120699968 33.998821303000454),2011,South Carolina,4672655,46,20,5910,1390,5827,83,4106,1721,79,4,0,0,2394,1338,858,0,25,3716,1789,380
POINT (-100.3735306369997 44.353130053000484),2011,South Dakota,823740,66,9,3006,279,3003,3,2666,337,3,0,0,0,784,468,305,0,87,1716,715,488
POINT (-85.77449091399967 35.68094058000048),2011,Tennessee,6400298,95,24,6820,1940,6651,169,4826,1825,160,9,0,0,2786,1633,965,5,784,4407,999,625
POINT (-99.42677020599967 31.827240407000488),2011,Texas,25645504,254,45,15069,1356,14436,633,10257,4179,545,86,2,0,6603,3484,1868,1,181,9118,5710,59
POINT (-111.58713063499971 39.360700171000474),2011,Utah,2814797,29,15,4652,823,4498,154,3006,1492,112,33,9,0,2024,1052,627,0,357,3299,977,19
POINT (-72.51764079099962 43.62538123900049),2011,Vermont,627197,14,4,1096,364,1087,9,824,263,9,0,0,0,372,197,124,9,13,430,644,0
POINT (-78.45789046299967 37.54268067400045),2011,Virginia,8102437,134,38,9603,4267,9459,144,7585,1874,128,16,0,0,3998,2136,1266,21,1642,4851,2665,424
POINT (-120.47001078999972 47.52227862900048),2011,Washington,6827479,39,30,10446,504,10386,60,9043,1343,47,13,0,0,2956,1520,728,10,32,1374,8759,271
POINT (-80.71264013499967 38.66551020200046),2011,West Virginia,1856606,55,15,3865,1610,3830,35,2875,955,32,3,0,0,1674,970,591,34,0,2071,1417,343
POINT (-89.81637074199966 44.39319117400049),2011,Wisconsin,5705840,72,30,7218,3732,7116,102,5735,1381,90,11,1,0,3666,1763,1121,0,20,5335,1794,69
POINT (-108.10983035299967 43.23554134300048),2011,Wyoming,567491,23,18,5309,1261,5275,34,4142,1133,28,3,3,0,1773,962,616,6,68,3382,581,1272
POINT (-86.63186076199969 32.84057112200048),2012,Alabama,4816632,67,17,4481,1741,4417,64,3420,997,60,4,0,0,1874,1057,682,0,0,2969,1451,61
POINT (-147.72205903599973 64.84507995700051),2012,Alaska,730810,30,8,2410,518,2362,48,2070,292,21,25,2,0,770,407,176,11,0,764,1226,409
POINT (-111.76381127699972 34.865970280000454),2012,Arizona,6556344,15,13,4373,385,4105,268,2511,1594,244,16,4,4,2216,1042,606,0,39,2449,292,1593
POINT (-92.27449074299966 34.74865012400045),2012,Arkansas,2952876,75,14,2899,2225,2845,54,2053,792,50,4,0,0,1448,902,572,0,37,1726,1136,0
POINT (-120.99999953799971 37.63864012300047),2012,California,37944551,58,54,18885,879,17078,1807,10935,6143,1396,369,20,22,15590,4745,2630,8,365,11854,5981,677
POINT (-106.13361092099967 38.843840757000464),2012,Colorado,5193660,64,31,9058,2288,8661,397,6141,2520,369,27,1,0,3900,2157,1248,3,273,6299,480,2003
POINT (-72.64984095199964 41.56266102000046),2012,Connecticut,3595211,8,8,2519,409,2390,129,1784,606,103,26,0,0,1362,627,339,2,30,1546,940,1
POINT (-75.57774116799965 39.008830667000495),2012,Delaware,915518,3,3,1074,24,1015,59,712,303,49,10,0,0,533,238,130,0,6,766,302,0
POINT (-77.036871 38.907192),2012,District Of Columbia,635737,1,1,366,0,338,28,127,211,24,4,0,0,182,90,56,0,22,139,205,0
POINT (-81.92896053899966 28.932040377000476),2012,Florida,19302016,67,38,13413,495,13348,65,11411,1937,58,7,0,0,4280,2047,1404,0,13,9373,3651,376
POINT (-83.62758034599966 32.83968109300048),2012,Georgia,9903580,159,32,9399,2313,9276,123,6277,2999,103,19,1,0,4007,2027,1375,1,132,3652,5573,41
POINT (-157.85774940299973 21.304850435000446),2012,Hawaii,1395199,5,4,1446,18,1444,2,1072,372,0,2,0,0,371,208,145,16,15,129,1281,5
POINT (-114.3637300419997 43.682630005000476),2012,Idaho,1595910,44,14,4786,338,4678,108,3941,737,50,45,13,0,2328,833,344,7,25,560,3276,918
POINT (-88.99771017799969 40.48501028300046),2012,Illinois,12883029,102,23,7633,785,7274,359,5407,1867,315,42,2,0,3559,1843,944,3,120,6269,1227,14
POINT (-86.14996019399968 39.766910452000445),2012,Indiana,6538989,92,36,9089,4087,8676,413,5308,3368,374,33,6,0,5149,2909,1642,23,23,4832,4149,62
POINT (-93.81649055599968 42.46940091300047),2012,Iowa,3076844,99,19,5334,1620,5272,62,3452,1820,61,1,0,0,2029,1300,805,0,10,1817,3037,470
POINT (-98.20078122699965 38.34774030000045),2012,Kansas,2886024,105,13,3849,909,3664,185,2839,825,173,12,0,0,1725,933,452,2,84,2750,486,527
POINT (-84.77497104799966 37.645970271000465),2012,Kentucky,4387865,120,29,8570,2044,8218,352,5959,2259,312,36,4,0,4378,2191,1231,2,87,6134,2273,74
POINT (-92.44568007099969 31.31266064400046),2012,Louisiana,4602067,64,22,7459,593,7368,91,5330,2038,87,4,0,0,2724,1415,908,0,53,4670,2726,10
POINT (-68.98503133599962 45.254228894000505),2012,Maine,1328094,16,11,3291,735,3282,9,3045,237,9,0,0,0,1055,543,374,1,127,2607,502,54
POINT (-76.60926011099963 39.29058096400047),2012,Maryland,5888375,24,15,4700,790,4456,244,2943,1513,198,42,4,0,2708,1250,679,8,99,3004,1586,3
POINT (-72.08269067499964 42.27687047000046),2012,Massachusetts,6664269,14,12,3890,502,3811,79,3018,793,71,8,0,0,1760,740,460,0,102,2198,1588,2
POINT (-84.71439026999968 44.6613195430005),2012,Michigan,9898289,83,28,6934,3314,6421,513,4897,1524,452,55,6,0,4569,2444,1125,0,41,5112,1725,56
POINT (-94.79420050299967 46.35564873600049),2012,Minnesota,5377500,87,21,6199,1487,6178,21,5080,1098,20,1,0,0,2129,1157,701,16,124,2776,3146,137
POINT (-89.53803082499968 32.745510099000455),2012,Mississippi,2984599,82,11,3435,591,3394,41,2546,848,39,2,0,0,1301,688,445,0,121,1563,1751,0
POINT (-92.56630005299968 38.635790776000476),2012,Missouri,6026027,115,21,6043,1643,5645,398,3639,2006,352,46,0,0,3141,1861,950,0,68,3423,2184,368
POINT (-109.42442064499971 47.06652897200047),2012,Montana,1004168,56,19,5293,1661,5167,126,4058,1109,76,46,4,0,2211,1119,539,1,41,1350,3533,368
POINT (-99.36572062299967 41.6410409880005),2012,Nebraska,1853691,93,11,2436,1590,2406,30,1818,588,29,1,0,0,1055,640,367,24,0,840,1005,567
POINT (-117.07184056399967 39.493240390000494),2012,Nevada,2744670,17,10,2580,1080,2481,99,1736,745,85,6,0,8,1784,633,362,92,29,1482,209,768
POINT (-71.50036091999965 43.65595011300047),2012,New Hampshire,1324677,10,7,2281,281,2263,18,1860,403,18,0,0,0,808,418,267,1,0,1836,444,0
POINT (-74.27369128799967 40.13057004800049),2012,New Jersey,8845671,21,16,5397,459,5189,208,3910,1279,186,22,0,0,2348,1162,650,3,403,3268,1715,8
POINT (-106.24058098499967 34.52088095200048),2012,New Mexico,2087715,33,18,4903,1685,4805,98,3615,1190,83,3,3,9,4223,972,590,0,53,3097,1272,481
POINT (-75.54397042699964 42.82700103200045),2012,New York,19574362,62,33,11416,662,11211,205,9332,1879,192,13,0,0,4136,1910,1191,13,255,8395,2753,0
POINT (-79.15925046299964 35.466220975000454),2012,North Carolina,9751810,100,45,12812,3658,12655,157,9901,2754,135,20,2,0,5833,2758,1815,0,18,6974,5820,0
POINT (-100.11842104899966 47.47531977900047),2012,North Dakota,702227,53,8,2913,15,2913,0,2592,321,0,0,0,0,638,412,292,0,21,2140,690,62
POINT (-82.40426005599966 40.06021014100048),2012,Ohio,11550971,88,38,11510,2398,10956,554,6912,4044,483,68,3,0,6179,3098,1702,104,4,6206,4843,353
POINT (-97.52107021399968 35.47203135600046),2012,Oklahoma,3819320,77,22,7100,952,6761,339,4622,2139,315,23,1,0,3152,1780,950,1,73,5031,1617,378
POINT (-120.15503132599969 44.56744942400047),2012,Oregon,3900102,36,24,8270,514,8204,66,6923,1281,47,14,1,4,3072,1347,658,0,7,1262,6999,2
POINT (-77.86070029399963 40.79373015200048),2012,Pennsylvania,12769123,67,37,13192,350,12727,465,8308,4419,427,38,0,0,5460,2750,1648,3,76,8090,4904,119
POINT (-71.52247031399963 41.70828019300046),2012,Rhode Island,1054893,5,3,1028,70,1000,28,810,190,25,3,0,0,485,188,117,0,3,653,372,0
POINT (-81.04537120699968 33.998821303000454),2012,South Carolina,4719027,46,19,5119,1835,5094,25,4044,1050,23,2,0,0,2070,1108,753,5,41,2881,1774,418
POINT (-100.3735306369997 44.353130053000484),2012,South Dakota,833859,66,9,3040,254,3024,16,2294,730,15,1,0,0,950,561,350,0,94,1761,873,312
POINT (-85.77449091399967 35.68094058000048),2012,Tennessee,6455752,95,23,6257,2161,6062,195,4486,1576,168,24,3,0,3204,1602,925,5,508,4289,1001,454
POINT (-99.42677020599967 31.827240407000488),2012,Texas,26084120,254,43,14722,1016,14310,412,10758,3552,353,47,10,2,6608,2978,1727,1,124,8847,5697,53
POINT (-111.58713063499971 39.360700171000474),2012,Utah,2854146,29,15,5065,425,4934,131,3174,1760,126,5,0,0,1932,1126,662,0,343,3782,905,35
POINT (-72.51764079099962 43.62538123900049),2012,Vermont,626361,14,4,1211,253,1206,5,1018,188,5,0,0,0,374,202,120,3,40,590,578,0
POINT (-78.45789046299967 37.54268067400045),2012,Virginia,8187456,134,38,9621,4287,9479,142,7897,1582,125,16,1,0,4088,2050,1235,25,1598,5085,2497,416
POINT (-120.47001078999972 47.52227862900048),2012,Washington,6898599,39,29,10407,207,10309,98,8892,1417,58,37,2,1,3584,1526,762,2,66,1242,8983,114
POINT (-80.71264013499967 38.66551020200046),2012,West Virginia,1857446,55,15,3985,1505,3923,62,2916,1007,60,2,0,0,1837,1025,599,36,0,2193,1364,392
POINT (-89.81637074199966 44.39319117400049),2012,Wisconsin,5720825,72,31,7842,3504,7491,351,5695,1796,289,62,0,0,4331,2271,1155,0,14,5246,2396,186
POINT (-108.10983035299967 43.23554134300048),2012,Wyoming,576656,23,19,5568,1386,5491,77,3962,1529,66,10,1,0,2302,1186,697,1,159,3499,527,1382
POINT (-86.63186076199969 32.84057112200048),2013,Alabama,4831586,67,18,4692,1878,4689,3,3967,722,3,0,0,0,1549,953,673,0,1,3118,1515,58
POINT (-147.72205903599973 64.84507995700051),2013,Alaska,737626,30,8,2274,646,2207,67,1952,255,38,29,0,0,864,410,163,20,0,422,1414,418
POINT (-111.76381127699972 34.865970280000454),2013,Arizona,6634690,15,13,4506,239,4327,179,2846,1481,142,24,8,5,3131,968,576,0,23,2459,404,1620
POINT (-92.27449074299966 34.74865012400045),2013,Arkansas,2960459,75,11,2718,1297,2713,5,2129,584,5,0,0,0,1025,648,415,0,30,1711,977,0
POINT (-120.99999953799971 37.63864012300047),2013,California,38253768,58,54,18695,1015,17180,1515,10315,6865,1225,270,11,9,11837,4700,2669,15,282,10468,6935,995
POINT (-106.13361092099967 38.843840757000464),2013,Colorado,5270774,64,30,9133,1817,8902,231,6493,2409,209,18,3,1,4945,2012,1188,7,255,6604,523,1744
POINT (-72.64984095199964 41.56266102000046),2013,Connecticut,3595792,8,8,2520,400,2441,79,1707,734,64,15,0,0,1254,566,352,1,46,1402,1071,0
POINT (-75.57774116799965 39.008830667000495),2013,Delaware,924062,3,3,1087,8,1076,11,794,282,11,0,0,0,369,190,126,0,6,689,392,0
POINT (-77.036871 38.907192),2013,District Of Columbia,651559,1,1,365,0,364,1,203,161,1,0,0,0,101,70,48,0,26,129,210,0
POINT (-81.92896053899966 28.932040377000476),2013,Florida,19551678,67,38,13353,517,13324,29,11746,1578,28,0,1,0,3783,1932,1330,0,13,8573,4364,403
POINT (-83.62758034599966 32.83968109300048),2013,Georgia,9975592,159,32,9511,2169,9483,28,7307,2176,27,1,0,0,3124,1804,1229,1,139,3546,5823,2
POINT (-157.85774940299973 21.304850435000446),2013,Hawaii,1408822,5,4,1457,3,1457,0,1120,337,0,0,0,0,292,196,129,5,72,141,1236,3
POINT (-114.3637300419997 43.682630005000476),2013,Idaho,1612053,44,13,3602,1143,3514,88,2893,621,68,20,0,0,1591,695,332,2,83,537,2270,710
POINT (-88.99771017799969 40.48501028300046),2013,Illinois,12895778,102,23,7361,1034,7325,36,5938,1387,35,1,0,0,2376,1309,895,5,81,5924,1329,22
POINT (-86.14996019399968 39.766910452000445),2013,Indiana,6570575,92,36,9411,3729,9380,31,6511,2869,29,2,0,0,3659,2212,1548,14,123,4848,4381,45
POINT (-93.81649055599968 42.46940091300047),2013,Iowa,3093935,99,19,5309,1626,5287,22,3713,1574,22,0,0,0,1923,1125,776,0,9,1706,3148,446
POINT (-98.20078122699965 38.34774030000045),2013,Kansas,2894306,105,13,3609,1136,3597,12,3014,583,12,0,0,0,1147,651,421,2,49,2455,590,513
POINT (-84.77497104799966 37.645970271000465),2013,Kentucky,4406906,120,29,8621,1964,8605,16,7142,1463,16,0,0,0,2706,1539,1116,3,124,5739,2677,78
POINT (-92.44568007099969 31.31266064400046),2013,Louisiana,4626040,64,22,7495,535,7456,39,5871,1585,36,3,0,0,2516,1254,850,0,63,4630,2796,6
POINT (-68.98503133599962 45.254228894000505),2013,Maine,1328543,16,11,3373,642,3349,24,3060,289,24,0,0,0,1292,543,382,0,144,2646,557,26
POINT (-76.60926011099963 39.29058096400047),2013,Maryland,5925197,24,15,4688,787,4646,42,3492,1154,42,0,0,0,1753,967,631,0,86,2917,1683,2
POINT (-72.08269067499964 42.27687047000046),2013,Massachusetts,6715158,14,12,4095,285,4049,46,3271,778,45,1,0,0,1441,695,460,0,52,2471,1567,5
POINT (-84.71439026999968 44.6613195430005),2013,Michigan,9914802,83,28,6929,3291,6867,62,5466,1401,61,1,0,0,3134,1718,1061,0,35,5050,1821,23
POINT (-94.79420050299967 46.35564873600049),2013,Minnesota,5414722,87,20,6116,1184,6111,5,5123,988,5,0,0,0,1761,1084,678,1,158,2772,3023,162
POINT (-89.53803082499968 32.745510099000455),2013,Mississippi,2989839,82,10,3116,534,3110,6,2656,454,6,0,0,0,988,534,373,0,118,1938,1060,0
POINT (-92.56630005299968 38.635790776000476),2013,Missouri,6042989,115,21,6105,1560,6070,35,4484,1586,34,1,0,0,2291,1318,879,0,81,3454,2334,236
POINT (-109.42442064499971 47.06652897200047),2013,Montana,1014158,56,19,5677,1258,5629,48,4816,813,41,7,0,0,1733,918,526,0,19,2023,3269,366
POINT (-99.36572062299967 41.6410409880005),2013,Nebraska,1865813,93,11,2259,1756,2253,6,1907,346,6,0,0,0,912,545,297,0,0,719,1057,483
POINT (-117.07184056399967 39.493240390000494),2013,Nevada,2776956,17,10,2895,755,2780,115,2022,758,68,26,7,14,2097,638,375,0,8,1414,591,882
POINT (-71.50036091999965 43.65595011300047),2013,New Hampshire,1327272,10,7,2282,273,2273,9,1874,399,9,0,0,0,723,402,265,1,0,1739,542,0
POINT (-74.27369128799967 40.13057004800049),2013,New Jersey,8857821,21,16,5418,422,5370,48,4207,1163,45,3,0,0,1967,986,626,1,451,3357,1607,2
POINT (-106.24058098499967 34.52088095200048),2013,New Mexico,2092833,33,18,4935,1635,4846,89,3673,1173,66,13,2,8,2511,1024,603,0,46,3409,1159,321
POINT (-75.54397042699964 42.82700103200045),2013,New York,19626488,62,29,10276,309,10232,44,8769,1463,41,3,0,0,3090,1548,1028,29,312,7094,2841,0
POINT (-79.15925046299964 35.466220975000454),2013,North Carolina,9846717,100,46,12952,3838,12937,15,10817,2120,14,1,0,0,4228,2451,1711,0,16,6692,6237,7
POINT (-100.11842104899966 47.47531977900047),2013,North Dakota,723149,53,9,3271,14,3270,1,2932,338,1,0,0,0,742,458,330,2,32,2526,624,87
POINT (-82.40426005599966 40.06021014100048),2013,Ohio,11579692,88,38,11390,2480,11319,71,8242,3077,69,2,0,0,4215,2256,1527,119,18,5632,5287,334
POINT (-97.52107021399968 35.47203135600046),2013,Oklahoma,3853891,77,23,7052,1343,6973,79,5275,1698,79,0,0,0,2538,1456,903,0,85,4857,1697,413
POINT (-120.15503132599969 44.56744942400047),2013,Oregon,3924110,36,24,8288,472,8097,191,6356,1741,138,46,5,2,3251,1569,759,2,7,1210,7068,1
POINT (-77.86070029399963 40.79373015200048),2013,Pennsylvania,12779538,67,38,13673,197,13504,169,9549,3955,165,4,0,0,4731,2436,1614,1,86,8451,5048,87
POINT (-71.52247031399963 41.70828019300046),2013,Rhode Island,1055560,5,3,1087,8,1066,21,874,192,20,1,0,0,462,173,118,0,4,625,457,1
POINT (-81.04537120699968 33.998821303000454),2013,South Carolina,4766469,46,19,5371,1564,5369,2,4596,773,2,0,0,0,1597,965,680,1,60,2845,2081,384
POINT (-100.3735306369997 44.353130053000484),2013,South Dakota,842751,66,9,3020,265,3019,1,2464,555,1,0,0,0,811,505,337,1,24,1684,1044,267
POINT (-85.77449091399967 35.68094058000048),2013,Tennessee,6496943,95,25,6649,2476,6639,10,5350,1289,10,0,0,0,2172,1371,960,3,148,3774,2354,370
POINT (-99.42677020599967 31.827240407000488),2013,Texas,26479646,254,43,14796,899,14536,260,11325,3211,241,19,0,0,5429,2783,1658,3,146,8892,5709,46
POINT (-111.58713063499971 39.360700171000474),2013,Utah,2898773,29,15,4964,511,4627,337,3116,1511,221,92,24,0,2129,1286,671,0,327,3572,1055,10
POINT (-72.51764079099962 43.62538123900049),2013,Vermont,626603,14,4,1210,250,1205,5,1016,189,5,0,0,0,415,203,121,1,17,544,648,0
POINT (-78.45789046299967 37.54268067400045),2013,Virginia,8255861,134,36,8964,4176,8950,14,7992,958,14,0,0,0,3012,1667,1120,37,1249,4911,2439,328
POINT (-120.47001078999972 47.52227862900048),2013,Washington,6966252,39,29,10052,533,9991,61,8275,1716,52,8,0,1,3248,1630,796,3,3,1206,8682,158
POINT (-80.71264013499967 38.66551020200046),2013,West Virginia,1854768,55,15,4013,1462,4002,11,3350,652,11,0,0,0,1477,818,540,22,0,2120,1458,413
POINT (-89.81637074199966 44.39319117400049),2013,Wisconsin,5738012,72,32,8022,3658,7979,43,6256,1723,42,0,1,0,3043,1815,1132,0,8,5044,2743,227
POINT (-108.10983035299967 43.23554134300048),2013,Wyoming,582620,23,18,5727,843,5712,15,4645,1067,13,1,0,1,1942,959,661,0,83,4477,368,799
POINT (-86.63186076199969 32.84057112200048),2014,Alabama,4843737,67,18,4688,1882,4672,16,3843,829,16,0,0,0,1680,1002,687,0,7,3116,1506,59
POINT (-147.72205903599973 64.84507995700051),2014,Alaska,737075,30,8,2194,726,2095,99,1746,349,47,50,2,0,1064,472,187,10,16,546,1312,310
POINT (-111.76381127699972 34.865970280000454),2014,Arizona,6732873,15,13,4645,100,4463,182,2977,1486,140,24,6,12,2648,948,567,0,22,2478,447,1698
POINT (-92.27449074299966 34.74865012400045),2014,Arkansas,2968759,75,11,2752,1263,2749,3,2292,457,3,0,0,0,967,621,398,0,32,1736,984,0
POINT (-120.99999953799971 37.63864012300047),2014,California,38586706,58,54,18601,1109,17004,1597,10467,6537,1283,291,10,13,11374,4547,2640,1,270,11206,6360,764
POINT (-106.13361092099967 38.843840757000464),2014,Colorado,5352637,64,30,9068,1882,8975,93,7063,1912,85,7,1,0,3137,1695,1095,2,225,6474,586,1781
POINT (-72.64984095199964 41.56266102000046),2014,Connecticut,3595697,8,8,2529,391,2473,56,1884,589,53,3,0,0,1058,547,335,0,48,1619,862,0
POINT (-75.57774116799965 39.008830667000495),2014,Delaware,933131,3,3,1094,1,1081,13,761,320,12,1,0,0,365,201,134,0,7,655,432,0
POINT (-77.036871 38.907192),2014,District Of Columbia,663603,1,1,365,0,361,4,225,136,4,0,0,0,140,67,47,0,19,181,165,0
POINT (-81.92896053899966 28.932040377000476),2014,Florida,19853880,67,39,13561,674,13525,36,11598,1927,34,2,0,0,3934,2062,1425,0,36,9298,3910,317
POINT (-83.62758034599966 32.83968109300048),2014,Georgia,10071204,159,32,9389,2291,9345,44,6735,2610,43,1,0,0,3311,1882,1310,5,153,3364,5867,0
POINT (-157.85774940299973 21.304850435000446),2014,Hawaii,1415335,5,4,1399,61,1395,4,1175,220,3,1,0,0,505,174,121,2,53,231,1097,16
POINT (-114.3637300419997 43.682630005000476),2014,Idaho,1632248,44,10,3309,341,3261,48,2770,491,44,4,0,0,1154,515,266,3,65,604,1888,749
POINT (-88.99771017799969 40.48501028300046),2014,Illinois,12885092,102,23,7177,1218,7138,39,5689,1449,39,0,0,0,2404,1342,896,0,73,5551,1509,44
POINT (-86.14996019399968 39.766910452000445),2014,Indiana,6596019,92,39,10127,4108,10052,75,6913,3139,72,3,0,0,4322,2450,1653,1,180,4662,5240,44
POINT (-93.81649055599968 42.46940091300047),2014,Iowa,3110643,99,19,5319,1616,5299,20,3797,1502,20,0,0,0,1905,1121,732,0,30,1608,3194,487
POINT (-98.20078122699965 38.34774030000045),2014,Kansas,2901861,105,12,3427,953,3413,14,2856,557,13,1,0,0,1210,597,388,0,52,2330,560,485
POINT (-84.77497104799966 37.645970271000465),2014,Kentucky,4416992,120,29,8568,2017,8553,15,6882,1671,14,1,0,0,2781,1645,1130,4,162,5783,2563,56
POINT (-92.44568007099969 31.31266064400046),2014,Louisiana,4645938,64,22,7373,657,7319,54,5749,1570,52,2,0,0,2498,1270,840,1,105,4381,2880,6
POINT (-68.98503133599962 45.254228894000505),2014,Maine,1331217,16,11,3306,709,3300,6,3007,293,6,0,0,0,1026,540,378,3,62,2519,683,39
POINT (-76.60926011099963 39.29058096400047),2014,Maryland,5960064,24,16,4970,870,4947,23,3662,1285,23,0,0,0,1716,1018,689,1,108,2970,1891,0
POINT (-72.08269067499964 42.27687047000046),2014,Massachusetts,6764864,14,13,4698,47,4694,4,3858,836,4,0,0,0,1238,711,500,0,69,3018,1605,6
POINT (-84.71439026999968 44.6613195430005),2014,Michigan,9932033,83,28,7658,2562,7587,71,5972,1615,70,1,0,0,3114,1728,1077,1,14,4419,3193,31
POINT (-94.79420050299967 46.35564873600049),2014,Minnesota,5452665,87,21,6570,1095,6564,6,5645,919,6,0,0,0,1950,1099,667,0,179,2670,3549,172
POINT (-89.53803082499968 32.745510099000455),2014,Mississippi,2991892,82,10,3073,577,3056,17,2513,543,16,1,0,0,1029,532,382,0,121,1826,1126,0
POINT (-92.56630005299968 38.635790776000476),2014,Missouri,6059130,115,21,6104,1561,6061,43,4532,1529,43,0,0,0,2245,1298,845,0,118,3341,2350,295
POINT (-109.42442064499971 47.06652897200047),2014,Montana,1022657,56,19,5792,1143,5752,40,4918,834,37,3,0,0,2127,938,515,0,20,2001,3255,516
POINT (-99.36572062299967 41.6410409880005),2014,Nebraska,1879955,93,11,2215,1800,2212,3,1935,277,3,0,0,0,903,514,280,0,0,734,1039,442
POINT (-117.07184056399967 39.493240390000494),2014,Nevada,2818935,17,9,2951,334,2906,45,2120,786,34,6,0,5,1925,589,369,0,9,1589,734,619
POINT (-71.50036091999965 43.65595011300047),2014,New Hampshire,1334257,10,7,2335,220,2327,8,1975,352,8,0,0,0,745,374,263,0,0,1742,593,0
POINT (-74.27369128799967 40.13057004800049),2014,New Jersey,8867277,21,16,5444,396,5397,47,4365,1032,45,2,0,0,1988,950,633,3,642,3371,1425,3
POINT (-106.24058098499967 34.52088095200048),2014,New Mexico,2090236,33,17,4813,1392,4781,32,3846,935,23,5,3,1,1889,843,563,0,62,3401,1107,243
POINT (-75.54397042699964 42.82700103200045),2014,New York,19653431,62,29,10306,279,10279,27,9009,1270,25,2,0,0,3007,1491,1020,12,283,7070,2941,0
POINT (-79.15925046299964 35.466220975000454),2014,North Carolina,9937295,100,46,13096,3694,13082,14,10355,2727,14,0,0,0,4195,2622,1831,0,26,7118,5950,2
POINT (-100.11842104899966 47.47531977900047),2014,North Dakota,738736,53,9,3266,19,3258,8,3043,215,7,0,1,0,1053,433,314,0,29,2640,505,92
POINT (-82.40426005599966 40.06021014100048),2014,Ohio,11606573,88,38,11389,2481,11304,85,8276,3028,84,1,0,0,4173,2304,1536,123,69,5806,5029,362
POINT (-97.52107021399968 35.47203135600046),2014,Oklahoma,3879187,77,22,7350,680,7321,29,5740,1581,28,1,0,0,2335,1298,857,0,94,5136,1728,392
POINT (-120.15503132599969 44.56744942400047),2014,Oregon,3965447,36,23,7947,448,7869,78,6674,1195,64,14,0,0,2926,1330,637,0,24,1266,6654,3
POINT (-77.86070029399963 40.79373015200048),2014,Pennsylvania,12792392,67,38,13652,218,13542,110,9610,3932,106,4,0,0,4226,2339,1627,5,86,8124,5368,69
POINT (-71.52247031399963 41.70828019300046),2014,Rhode Island,1056511,5,3,1093,2,1090,3,953,137,3,0,0,0,319,157,111,0,39,664,388,2
POINT (-81.04537120699968 33.998821303000454),2014,South Carolina,4826858,46,19,5415,1520,5412,3,4486,926,2,1,0,0,1694,1015,723,2,49,2940,2021,403
POINT (-100.3735306369997 44.353130053000484),2014,South Dakota,849670,66,9,3026,259,3023,3,2712,311,3,0,0,0,818,449,299,1,29,1790,689,517
POINT (-85.77449091399967 35.68094058000048),2014,Tennessee,6544617,95,24,6503,2257,6491,12,5219,1272,12,0,0,0,2196,1374,915,5,141,3806,2175,376
POINT (-99.42677020599967 31.827240407000488),2014,Texas,26963092,254,43,14617,1078,14513,104,11445,3068,97,7,0,0,4726,2528,1621,5,172,8692,5705,43
POINT (-111.58713063499971 39.360700171000474),2014,Utah,2938327,29,15,4997,478,4912,85,3768,1144,78,7,0,0,1755,928,621,2,292,3893,793,17
